id,unit_id,type,role,related_main_id,prompt,options,correct_index,image,audio,explanation
5159,5,select_blank,exercise,5158,Macdonald was born in ___ in 1815.,Scotland|Ireland|England|Wales,0,,,
5160,5,true_false,exercise,5158,"Macdonald worked as a lawyer in Kingston, Ontario.",,true,,,
5161,5,multiple_choice,exercise,5158,Whose portrait appears on the Canadian $10 bill?,John Macdonald|George-Étienne Cartier|Louis Riel|Leonard Tilley,0,,,
5162,5,select_blank,exercise,5158,Parliament recognizes January 11 as Sir John Macdonald ___.,Day|Week|Weekend|Month,0,,,
5163,5,true_false,preview,5164,George-Étienne Cartier led Quebec into Confederation.,,true,,,
5164,5,multiple_choice,main,,Who was the key architect of Confederation from Quebec?,George-Étienne Cartier|John Macdonald|Leonard Tilley|Louis Riel,0,,,"Sir George-Étienne Cartier, a railway lawyer and close ally of Macdonald, led Quebec into Confederation and helped negotiate BC's entry."
5165,5,select_blank,exercise,5164,Cartier helped negotiate the entry of Manitoba and ___.,British Columbia|Nunavut|Newfoundland|Yukon,0,,,
5166,5,true_false,exercise,5164,Cartier was a close ally of John A. Macdonald.,,true,,,
5167,5,multiple_choice,exercise,5164,What was Cartier's profession?,Railway lawyer|Farmer|Soldier|Doctor,0,,,
5168,5,true_false,preview,5169,Canada took the northwest from the Hudson's Bay Company.,,true,,,
5169,5,multiple_choice,main,,Why did Louis Riel lead an uprising in 1869?,Métis ignored|Slavery reinstated|Taxes rose|War U.S.A.,0,p19-fort-garry-1863.jpeg,,"When Canada took over the northwest in 1869, the 12,000 Métis of the Red River were not consulted, so Louis Riel led an uprising and seized Fort Garry."
5170,5,select_blank,exercise,5169,Riel and the Métis seized ___ as territorial capital.,Fort Garry|Fort Edmonton|Fort Victoria|Fort Calgary,0,p19-fort-garry-1863.jpeg,,
5171,5,true_false,exercise,5169,"About 12,000 Métis lived at Red River.",,true,,,
5172,5,multiple_choice,exercise,5169,What region did Canada take from HBC in 1869?,The northwest|The Maritimes|Vancouver Island|Quebec,0,,,
5173,5,true_false,preview,5174,Manitoba became a province in 1870.,,true,,,
5174,5,multiple_choice,main,,What happened after Ottawa retook Fort Garry in 1870?,Manitoba province|Riel Premier|Slavery ended|War Britain,0,,,"Ottawa sent soldiers to retake Fort Garry in 1870, Riel fled to the U.S.A., and Canada established the new province of Manitoba."
5175,5,select_blank,exercise,5174,Riel fled to the ___ after the uprising.,United States|Britain|France|Quebec,0,,,
5176,5,true_false,exercise,5174,Riel was elected to Parliament but never took his seat.,,true,,,
5177,5,multiple_choice,exercise,5174,Riel is remembered as the father of which province?,Manitoba|Alberta|Saskatchewan|Ontario,0,,,
5178,5,true_false,preview,5179,Louis Riel was executed for high treason in 1885.,,true,,,
5179,5,multiple_choice,main,,Where did the second Métis rebellion happen in 1885?,Saskatchewan|Manitoba|Ontario|Quebec,0,p19-gabriel-dumont.png,,"A second rebellion in 1885 in present-day Saskatchewan led to Riel's trial and execution for high treason, strongly opposed in Quebec."
5180,5,select_blank,exercise,5179,Riel's execution was strongly opposed in ___.,Quebec|Ontario|Nova Scotia|Alberta,0,,,
5181,5,true_false,exercise,5179,Gabriel Dumont was the Métis' greatest military leader.,,true,p19-gabriel-dumont.png,,
5182,5,multiple_choice,exercise,5179,What was Riel convicted of in 1885?,High treason|Theft|Murder soldier|Smuggling,0,,,
5183,5,true_false,preview,5184,Macdonald founded the North West Mounted Police in 1873.,,true,,,
5184,5,multiple_choice,main,,Why did Macdonald establish the NWMP in 1873?,Pacify West|Fight U.S.A.|Guard Parliament|Collect taxes,0,p19-sam-steele.png,,"After the first Métis uprising, Macdonald established the North West Mounted Police in 1873 to pacify the West and assist talks with Indians."
5185,5,select_blank,exercise,5184,The NWMP later became known as the ___.,RCMP|CSIS|CBSA|OPP,0,,,
5186,5,true_false,exercise,5184,Sam Steele was a famous Mounted Police hero.,,true,p19-sam-steele.png,,
5187,5,multiple_choice,exercise,5184,Which city became NWMP headquarters?,Regina|Calgary|Winnipeg|Edmonton,0,,,
5188,5,true_false,exercise,5184,The NWMP founded Fort Calgary and Fort MacLeod.,,true,,,
6001,6,true_false,preview,6002,Canada took over the northwest region in 1869.,,true,,,
6002,6,multiple_choice,main,,Who led the Métis uprising after 1869?,Louis Riel|Gabriel Dumont|Sam Steele|John Macdonald,0,p19-fort-garry.jpeg,,"In 1869 the 12,000 Métis of the Red River were not consulted when Canada took over the northwest from the Hudson's Bay Company. Louis Riel led an armed uprising and seized Fort Garry, the territorial capital."
6003,6,true_false,exercise,6002,Louis Riel led an armed uprising in 1869.,,true,,,
6004,6,multiple_choice,exercise,6002,What fort did Riel's forces seize in 1869?,Fort Garry|Fort Calgary|Fort MacLeod|Fort York,0,,,
6005,6,select_blank,exercise,6002,The ___ of the Red River were not consulted.,Métis|Inuit|Acadians|Huguenots,0,,,
6006,6,multiple_choice,exercise,6002,How many Métis lived at Red River in 1869?,"12,000|1,200|120,000|2,000",0,,,
6011,6,true_false,preview,6012,Manitoba became a province in 1870.,,true,,,
6012,6,multiple_choice,main,,What new province did Ottawa create in 1870?,Manitoba|Saskatchewan|Alberta|British Columbia,0,,,"Ottawa sent soldiers to retake Fort Garry in 1870. Riel fled to the United States, and Canada established a new province: Manitoba."
6013,6,true_false,exercise,6012,Riel fled to the United States in 1870.,,true,,,
6014,6,multiple_choice,exercise,6012,In what year did Ottawa retake Fort Garry?,1870|1867|1885|1873,0,,,
6015,6,multiple_choice,exercise,6012,Which province came directly from the Red River uprising?,Manitoba|Ontario|Quebec|Nova Scotia,0,,,
6021,6,true_false,preview,6022,Louis Riel was elected to Parliament.,,true,,,
6022,6,multiple_choice,main,,What happened after Riel was elected to Parliament?,Never sat|Became PM|Resigned immediately|Was knighted,0,,,"Riel was elected to Parliament but never took his seat, as Métis and Indian rights were again threatened by westward settlement."
6023,6,true_false,exercise,6022,Riel took his seat in Parliament after being elected.,,false,,,Riel was elected to Parliament but never took his seat.
6024,6,multiple_choice,exercise,6022,Despite being elected an MP Riel never did what?,Take seat|Pay taxes|Vote|Travel,0,,,
6025,6,select_blank,exercise,6022,Riel was elected to ___ but never sat.,Parliament|the Senate|Cabinet post|the courts,0,,,
6031,6,true_false,preview,6032,A second Métis and Indian rebellion occurred in 1885.,,true,,,
6032,6,multiple_choice,main,,What was Riel's fate after the 1885 rebellion?,Treason trial|Exiled abroad|Given pardon|Made senator,0,,,"A second rebellion in 1885 in present-day Saskatchewan led to Riel's trial and execution for high treason, a decision that was strongly opposed in Quebec."
6033,6,multiple_choice,exercise,6032,Where did the second rebellion take place in 1885?,Present-day Saskatchewan|Present-day Alberta|Manitoba|British Columbia,0,,,
6034,6,true_false,exercise,6032,Riel's execution was strongly opposed in Quebec.,,true,,,
6035,6,multiple_choice,exercise,6032,What crime was Riel convicted of in 1885?,High treason|Murder|Theft|Fraud,0,,,
6036,6,select_blank,exercise,6032,The 1885 rebellion arose as ___ rights were threatened.,"Métis, Indian|French|British|American",0,,,
6041,6,true_false,preview,6042,Many Canadians see Louis Riel as a hero.,,true,,,
6042,6,multiple_choice,main,,How is Louis Riel remembered by many Canadians?,Manitoba's father|RCMP founder|First PM|CPR builder,0,,,"Riel is seen by many as a hero, a defender of Métis rights and the father of Manitoba."
6043,6,true_false,exercise,6042,Louis Riel is considered by many the father of Manitoba.,,true,,,
6044,6,multi_select,exercise,6042,Which titles describe Louis Riel's legacy?,Hero|Métis defender|Manitoba's father|Railway builder,0|1|2,,,
6045,6,multiple_choice,exercise,6042,What is Louis Riel most associated with defending?,Métis rights|British trade|French navy|Provincial taxes,0,,,
6051,6,true_false,preview,6052,Macdonald established the North West Mounted Police in 1873.,,true,,,
6052,6,multiple_choice,main,,Why did Macdonald establish the NWMP in 1873?,Pacify West|Fight wars|Head Tax|Build railway,0,,,"After the first Métis uprising, Macdonald established the North West Mounted Police (NWMP) in 1873 to pacify the West and assist in negotiations with the Indians."
6053,6,multiple_choice,exercise,6052,What year was the North West Mounted Police founded?,1873|1867|1885|1905,0,,,
6054,6,true_false,exercise,6052,The NWMP founded Fort Calgary and Fort MacLeod.,,true,,,
6055,6,select_blank,exercise,6052,Regina became the ___ of the NWMP.,headquarters|first fort|capital province|training camp,0,,,
6056,6,multiple_choice,exercise,6052,Who established the NWMP in 1873?,John Macdonald|Wilfrid Laurier|Donald Smith|George Cartier,0,,,
6061,6,true_false,preview,6062,The RCMP is one of Canada's best-known symbols today.,,true,,,
6062,6,multiple_choice,main,,What is the RCMP known as today?,National police|Provincial court|Naval defence|Federal tax,0,,,"Today, the Royal Canadian Mounted Police (RCMP or ""the Mounties"") are the national police force and one of Canada's best-known symbols."
6063,6,select_blank,exercise,6062,The RCMP are often nicknamed 'the ___.',Mounties|Redcoats|Riders|Guards,0,,,
6064,6,true_false,exercise,6062,RCMP stands for Royal Canadian Mounted Police.,,true,,,
6065,6,multiple_choice,exercise,6062,The RCMP grew out of which earlier force?,NWMP|British Army|Fenian militia|Quebec militia,0,,,
6071,6,true_false,preview,6072,Sir Sam Steele was a Mounted Policeman and soldier.,,true,,,
6072,6,multiple_choice,main,,What was Sam Steele known as?,Frontier hero|First PM|Rebellion leader|Railway engineer,0,p19-sam-steele.png,,"Some of Canada's most colourful heroes, such as Major-General Sir Sam Steele, came from the ranks of the Mounties. He was a great frontier hero, Mounted Policeman and soldier of the Queen."
6073,6,true_false,exercise,6072,Sam Steele came from the ranks of the Mounties.,,true,,,
6074,6,multiple_choice,exercise,6072,What kind of hero was Sam Steele?,Frontier hero|Naval hero|Political hero|Olympic hero,0,,,
6075,6,select_blank,exercise,6072,Sam Steele served as a soldier of the ___.,Queen|President|Governor General|Parliament,0,,,
6081,6,true_false,preview,6082,Gabriel Dumont was a Métis military leader.,,true,,,
6082,6,multiple_choice,main,,Who was the Métis' greatest military leader?,Gabriel Dumont|Louis Riel|Sam Steele|John Macdonald,0,p19-gabriel-dumont.png,,Gabriel Dumont was the Métis' greatest military leader during the Métis resistance in the Canadian west.
6083,6,true_false,exercise,6082,Gabriel Dumont was called the Métis' greatest military leader.,,true,,,
6084,6,multiple_choice,exercise,6082,What role did Gabriel Dumont hold among the Métis?,Military leader|First PM|Railway financier|NWMP founder,0,,,
6085,6,select_blank,exercise,6082,Gabriel Dumont was the Métis' greatest ___ leader.,military|religious|political|financial,0,,,
6091,6,true_false,preview,6092,British Columbia joined Canada in 1871.,,true,,,
6092,6,multiple_choice,main,,Why did British Columbia join Canada in 1871?,Promised railway|Gold discovered|US takeover|Britain forced,0,,,British Columbia joined Canada in 1871 after Ottawa promised to build a railway to the West Coast.
6093,6,multiple_choice,exercise,6092,What year did British Columbia join Confederation?,1871|1867|1885|1905,0,,,
6094,6,true_false,exercise,6092,Ottawa promised BC a railway to the coast.,,true,,,
6095,6,select_blank,exercise,6092,British Columbia joined Canada after Ottawa promised a ___.,railway|highway|canal|telegraph,0,,,
6101,6,true_false,preview,6102,The CPR's last spike was driven in 1885.,,true,,,
6102,6,multiple_choice,main,,Who drove the CPR's last spike?,Donald Smith|John Macdonald|Wilfrid Laurier|George Cartier,0,p20-cpr-train-crew.jpeg,,"On November 7, 1885, Donald Smith (Lord Strathcona), the Scottish-born director of the Canadian Pacific Railway, drove the last spike, a powerful symbol of unity."
6103,6,multiple_choice,exercise,6102,On what date was the CPR's last spike driven?,11/7/1885|7/1/1867|1/11/1815|October 1885,0,,,
6104,6,true_false,exercise,6102,Donald Smith was the Scottish-born director of the CPR.,,true,,,
6105,6,select_blank,exercise,6102,The last spike was a powerful symbol of ___.,unity|war|independence|trade,0,,,
6106,6,multiple_choice,exercise,6102,What did the Canadian Pacific Railway symbolize?,National unity|Military victory|Provincial independence|Foreign trade,0,,,
6111,6,true_false,preview,6112,The CPR was built by European and Chinese labour.,,true,,,
6112,6,multiple_choice,main,,Who provided labour to build the CPR?,"European, Chinese|American, Mexican|British workers|Indigenous workers",0,,,The CPR project was financed by British and American investors and built by both European and Chinese labour.
6113,6,true_false,exercise,6112,The CPR was financed by British and American investors.,,true,,,
6114,6,select_blank,exercise,6112,The CPR was financed by British and ___ investors.,American|French|Japanese|Russian,0,,,
6115,6,multiple_choice,exercise,6112,Which group also helped build the CPR?,Chinese labourers|French labourers|Spanish labourers|Russian labourers,0,,,
6121,6,true_false,preview,6122,Chinese CPR workers faced discrimination after the railway was completed.,,true,,,
6122,6,multiple_choice,main,,What was the Chinese Head Tax?,Race-based fee|Railway fee|Voting fee|Land tax,0,,,"Afterwards the Chinese were subject to discrimination, including the Head Tax, a race-based entry fee. The Government of Canada apologized in 2006 for this discriminatory policy."
6123,6,true_false,exercise,6122,Canada apologized for the Head Tax in 2006.,,true,,,
6124,6,multiple_choice,exercise,6122,What year did Canada apologize for the Head Tax?,2006|1885|1947|1971,0,,,
6125,6,select_blank,exercise,6122,The Head Tax was a ___ entry fee.,race-based|income-based|age-based|random,0,,,
6131,6,true_false,preview,6132,Canada's economy boomed in the 1890s and early 1900s.,,true,,,
6132,6,multiple_choice,main,,How many British and American immigrants came?,One million|Ten thousand|Five million|Half million,0,,,Canada's economy grew and became more industrialized during the economic boom of the 1890s and early 1900s. One million British and one million Americans immigrated to Canada at this time.
6133,6,true_false,exercise,6132,One million Americans immigrated to Canada during this boom.,,true,,,
6134,6,multiple_choice,exercise,6132,What characterized Canada's economy in this era?,"Boom, industrialization|Recession, decline|Farm collapse|Foreign occupation",0,,,
6135,6,select_blank,exercise,6132,"One million British, one million ___ immigrated to Canada.",Americans|French|Germans|Ukrainians,0,,,
6141,6,true_false,preview,6142,Laurier was the first French-Canadian prime minister.,,true,,,
6142,6,multiple_choice,main,,What did Laurier encourage as prime minister?,West immigration|1867 Confederation|Head Tax|Riel Rebellion,0,,,Sir Wilfrid Laurier became the first French-Canadian prime minister since Confederation and encouraged immigration to the West. His portrait is on the $5 bill.
6143,6,multiple_choice,exercise,6142,Whose portrait is on the Canadian $5 bill?,Wilfrid Laurier|John Macdonald|Donald Smith|Louis Riel,0,,,
6144,6,true_false,exercise,6142,Laurier was the first French-Canadian prime minister since Confederation.,,true,,,
6145,6,select_blank,exercise,6142,Sir Wilfrid Laurier's portrait is on the $___ bill.,5|10|20|50,0,,,
6151,6,true_false,preview,6152,The railway helped immigrants settle the West before 1914.,,true,,,
6152,6,multiple_choice,main,,How many Ukrainians settled in the West before 1914?,"170,000|15,000|1,700,000|17,000",0,,,"The railway made it possible for immigrants, including 170,000 Ukrainians, 115,000 Poles and tens of thousands from Germany, France, Norway and Sweden to settle in the West before 1914."
6153,6,multiple_choice,exercise,6152,How many Poles settled in the West before 1914?,"115,000|11,500|1,150,000|1,500",0,,,
6154,6,multi_select,exercise,6152,Which countries did West-bound settlers come from before 1914?,Germany|France|Norway|Japan,0|1|2,,,
6155,6,select_blank,exercise,6152,Immigrants developed a thriving ___ sector in the West.,agricultural|mining|banking|shipping,0,,,
6156,6,true_false,exercise,6152,Railway settlement made large-scale prairie farming possible before 1914.,,true,,,
7001,7,true_false,preview,7002,The Boer War was fought from 1899 to 1902.,,true,,,
7002,7,multiple_choice,main,,How many Canadians volunteered for the Boer War?,"Over 7,000|Over 700|Over 70,000|Over 17,000",0,,,"Over 7,000 Canadians volunteered to fight in the South African War (1899-1902), popularly known as the Boer War, and over 260 died."
7003,7,true_false,exercise,7002,The Boer War is also called the South African War.,,true,,,
7004,7,multiple_choice,exercise,7002,Which battle did Canadians fight in the Boer War?,Paardeberg|Vimy Ridge|Amiens|Dieppe,0,,,
7005,7,select_blank,exercise,7002,The Boer War is known as the ___ War.,South African|Crimean|Zulu|Anglo,0,,,
7006,7,multiple_choice,exercise,7002,About how many Canadians died in the Boer War?,"Over 260|Over 26|Over 2,600|Over 26,000",0,,,
7011,7,true_false,preview,7012,Canada formed the Canadian Expeditionary Force in 1914.,,true,,,
7012,7,multiple_choice,main,,What did Ottawa form in 1914?,Expeditionary Force|Canadian Navy|Mounted Police|Engineer Corps,0,p21-4.jpeg,,"When Germany attacked Belgium and France in 1914 and Britain declared war, Ottawa formed the Canadian Expeditionary Force, later renamed the Canadian Corps."
7013,7,true_false,exercise,7012,"More than 600,000 Canadians served in the First World War.",,true,,,
7014,7,multiple_choice,exercise,7012,Canada's population was about how many in 1914?,"8 million|18 million|800,000|80 million",0,,,
7015,7,select_blank,exercise,7012,The Expeditionary Force was later renamed the Canadian ___.,Corps|Legion|Navy|Militia,0,,,
7016,7,multiple_choice,exercise,7012,Most First World War Canadian soldiers were what?,Volunteers|Conscripts|Mercenaries|Police,0,,,
7021,7,true_false,preview,7022,The Canadian Corps captured Vimy Ridge in April 1917.,,true,,,
7022,7,multiple_choice,main,,What did Canada capture in April 1917?,Vimy Ridge|Dieppe|Juno Beach|Ypres,0,p21-2.jpeg,,"The Canadian Corps captured Vimy Ridge in April 1917, with 10,000 killed or wounded, securing the Canadians' reputation as the shock troops of the British Empire."
7023,7,true_false,exercise,7022,"About 10,000 Canadians were killed or wounded at Vimy Ridge.",,true,,,
7024,7,multiple_choice,exercise,7022,What day is celebrated as Vimy Day?,April 9|July 1|November 11|June 6,0,,,
7025,7,select_blank,exercise,7022,Canadians were the ___ troops of the British Empire.,shock|royal|elite|first,0,,,
7026,7,multiple_choice,exercise,7022,What did an officer say Vimy Ridge witnessed?,Nation's birth|War's end|Britain's fall|Quebec's rise,0,,,
7027,7,true_false,exercise,7022,The Vimy Memorial honours Canadians who died at Vimy.,,true,,,
7028,7,match_pairs,exercise,7022,Match each Vimy Ridge fact to its detail.,"Battle month↔April 1917|Casualty count↔10,000|Annual anniversary↔April 9",0,,,
7031,7,true_false,preview,7032,Canada interned thousands of Ukrainians as enemy aliens in WW1.,,true,,,
7032,7,multiple_choice,main,,"Who did Ottawa intern as enemy aliens, 1914-1920?",Ukrainian men|German women|French sailors|British officers,0,,,"From 1914 to 1920, Ottawa interned over 8,000 former Austro-Hungarian subjects, mainly Ukrainian men, as enemy aliens in 24 labour camps across Canada, even though Britain advised against the policy."
7033,7,true_false,exercise,7032,Britain advised Canada against interning Ukrainian Canadians.,,true,,,
7034,7,multiple_choice,exercise,7032,How many labour camps interned enemy aliens across Canada?,24|4|42|240,0,,,
7035,7,multiple_choice,exercise,7032,About how many people were interned as enemy aliens?,"Over 8,000|Over 800|Over 80,000|Over 80",0,,,
7041,7,true_false,preview,7042,General Sir Arthur Currie commanded the Canadian Corps in 1918.,,true,,,
7042,7,multiple_choice,main,,Who commanded the Canadian Corps in 1918?,Arthur Currie|Robert Borden|John Macdonald|Wilfrid Laurier,0,p21-5.jpeg,,"In 1918, under the command of General Sir Arthur Currie, Canada's greatest soldier, the Canadian Corps advanced alongside French and British Empire troops in the last hundred days of the war."
7043,7,true_false,exercise,7042,"The Battle of Amiens began on August 8, 1918.",,true,,,
7044,7,multiple_choice,exercise,7042,Germans called which battle 'the black day'?,Amiens|Vimy Ridge|Mons|Ypres,0,,,
7045,7,select_blank,exercise,7042,"The Corps then fought at Arras, Cambrai and ___.",Mons|Dieppe|Juno|Normandy,0,,,
7046,7,multiple_choice,exercise,7042,Sir Arthur Currie is remembered as what?,Greatest soldier|First PM|First governor|Chief justice,0,,,
7047,7,true_false,exercise,7042,"The Hundred Days included Arras, Cambrai and Mons.",,true,,,
7048,7,multi_select,exercise,7042,Which battles were part of the Hundred Days?,Amiens|Arras|Cambrai|Vimy Ridge,0|1|2,,,
7051,7,true_false,preview,7052,World War One ended with the Armistice in 1918.,,true,,,
7052,7,multiple_choice,main,,When did the First World War end?,Nov 1918|Aug 1918|Apr 1917|Jul 1914,0,,,"With Germany and Austria's surrender, the war ended in the Armistice on November 11, 1918. In total 60,000 Canadians were killed and 170,000 wounded."
7053,7,true_false,exercise,7052,"60,000 Canadians were killed in the First World War.",,true,,,
7054,7,multiple_choice,exercise,7052,About how many Canadians were wounded in WW1?,"170,000|17,000|1,700,000|70,000",0,,,
7055,7,select_blank,exercise,7052,The war ended with the ___ on November 11.,Armistice|Paris Treaty|Confederation|Accord,0,,,
7056,7,multiple_choice,exercise,7052,The First World War strengthened what feelings in Canada?,National pride|Imperial pride|Regional pride|Republican sentiment,0,,,
7061,7,true_false,preview,7062,Manitoba was the first province to grant women the vote.,,true,,,
7062,7,multiple_choice,main,,Who founded the women's suffrage movement in Canada?,Emily Stowe|Agnes Macphail|Thérèse Casgrain|Nellie McClung,0,,,"The founder of the women's suffrage movement in Canada was Dr. Emily Stowe, the first Canadian woman to practise medicine in Canada. In 1916, Manitoba became the first province to grant voting rights to women."
7063,7,true_false,exercise,7062,Emily Stowe was Canada's first female doctor.,,true,,,
7064,7,multiple_choice,exercise,7062,"Which province first granted women the vote, in 1916?",Manitoba|Ontario|Quebec|Nova Scotia,0,,,
7065,7,select_blank,exercise,7062,The fight for women's votes is the ___ movement.,suffrage|abolition|labour|temperance,0,,,
7066,7,multiple_choice,exercise,7062,"At Confederation, who could vote?",Property-owning men|All adults|Only citizens|All men,0,,,
7071,7,true_false,preview,7072,In 1917 nurses were first to vote federally.,,true,,,
7072,7,multiple_choice,main,,Which PM gave nurses the federal vote in 1917?,Robert Borden|John Macdonald|Wilfrid Laurier|Mackenzie King,0,p21-8.jpeg,,"In 1917, thanks to the leadership of women such as Dr. Stowe and other suffragettes, the federal government of Sir Robert Borden gave women the right to vote in federal elections, first to nurses at the battle front."
7073,7,true_false,exercise,7072,Nurses who served overseas were nicknamed Bluebirds.,,true,,,
7074,7,multiple_choice,exercise,7072,Who else got the federal vote in 1917?,Soldiers' relatives|Working women|All teachers|All widows,0,,,
7075,7,select_blank,exercise,7072,"In 1917, ___ at the front voted first federally.",nurses|teachers|farmers|widows,0,,,
7076,7,multiple_choice,exercise,7072,About how many nurses served in the Medical Corps?,"Over 3,000|Over 300|Over 30,000|Over 30",0,,,
7081,7,true_false,preview,7082,In 1918 most Canadian women over 21 could vote.,,true,,,
7082,7,multiple_choice,main,,By what year could most Canadian women vote federally?,1918|1916|1921|1940,0,,,"In 1918, most Canadian female citizens aged 21 and over were granted the right to vote in federal elections."
7083,7,true_false,exercise,7082,Women needed to be 21 to vote in 1918.,,true,,,
7084,7,multiple_choice,exercise,7082,What age could women vote at in 1918?,21|18|25|30,0,,,
7085,7,select_blank,exercise,7082,By 1918 most female ___ could vote federally.,citizens|nurses|soldiers|teachers,0,,,
7091,7,true_false,preview,7092,Agnes Macphail became Canada's first woman MP in 1921.,,true,,,
7092,7,multiple_choice,main,,Who became Canada's first woman MP in 1921?,Agnes Macphail|Emily Stowe|Thérèse Casgrain|Nellie McClung,0,p21-1.jpeg,,"In 1921 Agnes Macphail, a farmer and teacher, became the first woman MP."
7093,7,true_false,exercise,7092,Agnes Macphail worked as a farmer and teacher.,,true,,,
7094,7,multiple_choice,exercise,7092,What year did Agnes Macphail become an MP?,1921|1918|1916|1940,0,,,
7095,7,select_blank,exercise,7092,Agnes Macphail became the first woman ___ in 1921.,MP|senator|premier|judge,0,,,
7096,7,multiple_choice,exercise,7092,MP stands for what in Agnes Macphail's title?,Parliament Member|Ministry President|Military Police|Municipal Prefect,0,,,
7101,7,true_false,preview,7102,Quebec granted women the vote in 1940.,,true,,,
7102,7,multiple_choice,main,,In what year did Quebec grant women the vote?,1940|1918|1921|1916,0,,,"Due to the work of Thérèse Casgrain and others, Quebec granted women the vote in 1940."
7103,7,true_false,exercise,7102,Thérèse Casgrain helped lead the fight for Quebec women's vote.,,true,,,
7104,7,multiple_choice,exercise,7102,Quebec was the last province to grant what?,Women's vote|Men's vote|Bilingual schools|Free elections,0,,,
7105,7,select_blank,exercise,7102,___ led the campaign for women's vote in Quebec.,Thérèse Casgrain|Agnes Macphail|Emily Stowe|Nellie McClung,0,,,
7111,7,true_false,preview,7112,Remembrance Day is observed on November 11.,,true,,,
7112,7,multiple_choice,main,,What is the meaning of the Remembrance Day poppy?,War sacrifices|Celebrate Confederation|Past PMs|The Sovereign,0,p22-3.jpeg,,"Canadians wear the red poppy and observe a moment of silence at the 11th hour of the 11th day of the 11th month to honour the sacrifices of over a million who have served, and the 110,000 who have given their lives."
7113,7,true_false,exercise,7112,Canadians observe a moment of silence on Remembrance Day.,,true,,,
7114,7,multiple_choice,exercise,7112,Remembrance Day's 11th hour is in what month?,11th month|1st month|9th month|12th month,0,,,
7115,7,select_blank,exercise,7112,Canadians wear a red ___ on Remembrance Day.,poppy|maple leaf|ribbon|rose,0,,,
7116,7,multiple_choice,exercise,7112,About how many Canadians have died in all wars?,"110,000|11,000|1,100,000|1,100",0,,,
7117,7,multiple_choice,exercise,7112,Scouts often carry what to Remembrance Day ceremonies?,Wreaths|Flags only|Candles|Drums,0,p22-4.jpeg,,
7118,7,true_false,exercise,7112,Over a million Canadians have served in wars.,,true,,,
7121,7,true_false,preview,7122,John McCrae wrote 'In Flanders Fields' in 1915.,,true,,,
7122,7,multiple_choice,main,,Who wrote the poem 'In Flanders Fields'?,John McCrae|Arthur Currie|Robert Borden|Wilfrid Laurier,0,,,Canadian medical officer Lieutenant-Colonel John McCrae composed the poem In Flanders Fields in 1915; it is often recited on Remembrance Day.
7123,7,true_false,exercise,7122,John McCrae was a Canadian medical officer.,,true,,,
7124,7,multiple_choice,exercise,7122,What year was 'In Flanders Fields' composed?,1915|1917|1918|1914,0,,,
7125,7,select_blank,exercise,7122,'In Flanders Fields' is often recited on ___ Day.,Remembrance|Canada|Victoria|Vimy,0,,,
7126,7,multiple_choice,exercise,7122,What flower does the poem 'In Flanders Fields' describe?,Poppy|Rose|Lily|Maple,0,,,
7131,7,true_false,preview,7132,"After WW1, the British Empire became the Commonwealth.",,true,,,
7132,7,multiple_choice,main,,What did the British Empire evolve into after WW1?,The Commonwealth|European Union|The League|United Nations,0,,,"After the First World War, the British Empire evolved into a free association of states known as the British Commonwealth of Nations. Canada remains a leading member of the Commonwealth to this day."
7133,7,true_false,exercise,7132,Canada remains a leading member of the Commonwealth today.,,true,,,
7134,7,multiple_choice,exercise,7132,Which country is a fellow Commonwealth successor state?,Australia|France|Germany|Mexico,0,,,
7135,7,select_blank,exercise,7132,The Commonwealth is a free ___ of states.,association|union|empire|kingdom,0,,,
7141,7,true_false,preview,7142,The 1929 crash led to the Great Depression.,,true,,,
7142,7,multiple_choice,main,,What followed the stock market crash of 1929?,Great Depression|Roaring Twenties|Confederation|Gold Rush,0,,,"The stock market crash of 1929, however, led to the Great Depression or the Dirty Thirties. Unemployment reached 27% in 1933 and many businesses were wiped out."
7143,7,true_false,exercise,7142,The Great Depression is also called the Dirty Thirties.,,true,,,
7144,7,multiple_choice,exercise,7142,Unemployment reached what level in Canada in 1933?,27%|7%|47%|17%,0,,,
7145,7,select_blank,exercise,7142,The 1920s boom years were called the ___ Twenties.,Roaring|Golden|Great|Grand,0,,,
7146,7,multiple_choice,exercise,7142,Who was hit hardest by the Great Depression?,Western farmers|Eastern bankers|Quebec fishers|Ontario miners,0,,,
7147,7,true_false,exercise,7142,A terrible drought hurt farmers in Western Canada.,,true,,,
7151,7,true_false,preview,7152,The Bank of Canada was created in 1934.,,true,,,
7152,7,multiple_choice,main,,Why was the Bank of Canada created in 1934?,Manage money|Fund railway|Collect taxes|Run elections,0,,,"The Bank of Canada, a central bank to manage the money supply and bring stability to the financial system, was created in 1934."
7153,7,true_false,exercise,7152,"In 1939, Jewish refugees fleeing Germany were turned away.",,true,,,
7154,7,multiple_choice,exercise,7152,What happened to immigration during the Depression?,Dropped sharply|Rose sharply|Stayed same|Banned outright,0,,,
7155,7,select_blank,exercise,7152,The Bank of Canada is Canada's ___ bank.,central|only|foreign|private,0,,,
7156,7,multiple_choice,exercise,7152,What did Canadians demand during the Depression?,Safety net|Import tariffs|More colonies|New capital,0,,,
7161,7,true_false,preview,7162,The Second World War began in 1939.,,true,,,
